field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
12430,2291400342,10/22/2014,280000,3,2.25,1358,1141,3,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196,1.333333333,0,1.451358634,0.152807741
12431,4051110240,8/25/2014,225000,3,2.5,1750,7490,1,0,0,4,7,1180,570,1979,0,98042,47.3746,-122.149,1570,7490,1.2,1,9.258953295,0.503535928
12433,3182100105,12/9/2014,592500,3,2,1170,6750,1,0,0,5,7,800,370,1947,0,98115,47.6752,-122.281,1330,6750,1.5,1,0.976412169,0.083080177
12434,6705850140,10/9/2014,750000,4,2.75,3170,7634,2,0,0,3,10,3170,0,1992,0,98075,47.5774,-122.054,2940,7846,1.454545455,0,0.695623074,0.240961112
12435,8651442440,10/23/2014,164000,4,1,1530,4875,2,0,0,3,7,1530,0,1977,0,98042,47.3638,-122.091,1470,4875,4,0,11.04996363,0.437399093
12436,3432500765,6/12/2014,320000,2,1,1100,8281,1,0,0,4,7,1100,0,1947,0,98155,47.7414,-122.315,1510,8281,2,0,1.386190922,0.208567625
12437,3905100310,6/25/2014,544000,4,2.5,2030,3974,2,0,0,3,8,2030,0,1994,0,98029,47.5692,-122.006,1780,3953,1.6,0,2.312690906,0.393844328
12438,1328330510,9/9/2014,344950,3,1.75,1870,7500,1,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134,1870,7275,1.714285714,1,5.354387555,0.437399093
12442,6450304630,12/1/2014,229000,2,1,810,5100,1,0,0,3,6,810,0,1955,0,98133,47.7317,-122.343,1500,5100,2,0,1.409650156,0.212495281
12443,3303960060,6/19/2014,1070000,5,3.5,3990,9938,2,0,0,3,11,3990,0,2001,0,98059,47.5198,-122.156,3490,11734,1.428571429,0,2.273879316,0.393844328
12444,993001342,8/8/2014,397500,3,2.25,1430,1383,3,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347,1.333333333,0,0.48998102,0.119051142
12445,6743700030,4/1/2015,540000,4,2,2190,8402,2,0,0,4,6,2190,0,1928,0,98033,47.6944,-122.175,2210,7802,2,0,1.600816072,0.128667689
12450,8082400136,6/26/2014,815000,4,2.75,2620,4743,1,0,2,4,8,1310,1310,1949,0,98117,47.6829,-122.4,1900,4764,1.454545455,1,0.169168993,0.190486025
12451,6352600350,12/9/2014,795000,2,2.5,2830,8630,2,0,0,3,10,2830,0,2001,0,98074,47.6481,-122.081,3190,7515,0.8,0,0.273837585,0.13224325
12452,9414610070,1/30/2015,502775,3,1.75,1700,9840,1,0,0,4,8,1200,500,1976,0,98027,47.5192,-122.046,2040,14169,1.714285714,1,2.827076987,0.418648795
12453,7812801125,1/12/2015,222900,2,1,1110,6411,1,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504,2,0,0.961807699,0.37783874
12458,6623400193,9/3/2014,257000,3,1,1450,7850,1.5,0,0,5,7,1450,0,1910,0,98055,47.4299,-122.199,1360,10400,3,0,4.924998826,0.503535928
12459,8944550140,5/19/2014,433500,3,2.5,2200,3360,2,0,0,3,8,2200,0,2009,0,98118,47.5418,-122.287,2130,3423,1.2,0,1.18937427,0.254081225
12460,2730500140,4/23/2015,314950,4,1.75,1890,9623,1,0,0,4,7,1290,600,1969,0,98001,47.2901,-122.279,1510,9711,2.285714286,1,4.527626854,0.501579779
12462,8718500560,6/27/2014,300000,3,1.5,1590,8911,1,0,0,3,7,1590,0,1956,0,98028,47.7394,-122.252,1590,9625,2,0,0.714411513,0.275708061
12465,8062900030,7/15/2014,275000,3,1.75,1300,8099,1,0,0,4,7,1080,220,1976,0,98056,47.5026,-122.172,1270,8099,1.714285714,1,1.418921873,0.416475287
12466,3336000626,4/16/2015,498000,3,1.5,1720,6570,1.5,0,0,4,8,1720,0,1909,0,98118,47.5284,-122.265,1360,6000,2,0,0.118482822,0.296511787
12468,7212660960,8/14/2014,297000,3,2.5,1840,8234,2,0,0,3,8,1840,0,1994,0,98003,47.267,-122.312,1940,7601,1.2,0,2.203808825,0.501579779
12469,1180007375,5/12/2015,625000,5,3.5,4010,6000,2,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,2440,6000,1.428571429,1,0.740524757,0.409068409
12470,1150900060,10/30/2014,770000,4,2.5,3560,6187,2,0,0,3,9,3560,0,2003,0,98029,47.5593,-122.016,3190,6981,1.6,0,1.871331253,0.393844328
12471,9528102110,9/17/2014,517000,3,2.25,1640,4635,1.5,0,0,3,8,1540,100,1930,0,98115,47.6793,-122.319,1530,4635,1.333333333,1,0.499469539,0.075014216
12472,1172000150,8/29/2014,238000,1,1,530,6350,1,0,0,5,5,530,0,1941,0,98103,47.6946,-122.357,1200,6350,1,0,1.136430439,0.145344713
12474,4222310410,9/29/2014,230500,3,2.25,1690,7245,1,0,1,3,7,1160,530,1973,0,98003,47.3505,-122.305,1690,6720,1.333333333,1,0.875246402,0.501579779
12476,3131201320,8/22/2014,733000,4,1.75,1930,3876,1.5,0,0,5,7,1450,480,1924,0,98105,47.6604,-122.324,1280,3825,2.285714286,1,0.435944274,0.039002249
12477,1982201255,11/14/2014,357950,2,1,810,3880,1,0,0,3,7,810,0,1952,0,98107,47.6631,-122.365,900,4365,2,0,0.405173863,0.104236785
12478,125039025,6/11/2014,530000,3,1.75,1550,3680,1,0,0,3,7,1050,500,1927,0,98117,47.6817,-122.36,1560,4000,1.714285714,1,0.74768302,0.130554538
12482,9276202160,11/26/2014,660000,3,2,2080,5750,1,0,0,5,7,1040,0,1926,0,98116,47.5791,-122.392,1710,4830,1.5,0,0.574120526,0.302693083
12484,1982201345,5/2/2014,440000,2,1,800,4850,1,0,0,4,7,800,0,1944,0,98107,47.6639,-122.364,1150,4365,2,0,0.483814023,0.10272732
12487,2117700085,7/30/2014,375950,3,1.75,1480,7560,1,0,0,3,6,1100,380,1920,1985,98117,47.6985,-122.364,1510,7250,1.714285714,1,1.035095495,0.163932389
12488,9211500730,2/18/2015,162000,3,2.25,1810,6750,1,0,0,3,7,1280,530,1978,0,98023,47.2976,-122.377,1690,7770,1.333333333,1,1.339010821,0.508931224
12489,4083801395,7/24/2014,780000,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,1924,1994,98103,47.663,-122.335,1680,3120,1.090909091,0,0.670459184,0.060068742
12490,9274201006,5/7/2014,705000,4,2.5,2650,4316,1.5,0,0,3,8,1520,1130,1905,2013,98116,47.5866,-122.389,1690,5625,1.6,1,0.349499871,0.308285348
12492,3276180210,11/17/2014,311000,3,2.75,1400,7880,1,0,0,3,7,1000,400,1981,0,98056,47.5095,-122.193,1400,7279,1.090909091,1,0.451620976,0.393844328
12493,3904900530,6/13/2014,485000,3,2.5,1580,6065,2,0,0,3,8,1580,0,1985,0,98029,47.5692,-122.021,1770,6700,1.2,0,1.618459824,0.240961112
12495,5249801411,10/10/2014,725000,5,3.75,3360,6000,2,0,0,3,8,2640,720,1963,1999,98118,47.558,-122.277,1930,6000,1.333333333,1,0.539402624,0.229700741
12497,249000180,12/1/2014,1890000,4,4.25,4285,9345,2,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,0.941176471,0,0.859873584,0.13224325
12498,1796370180,5/8/2015,260000,3,2.25,1610,7423,2,0,0,4,7,1610,0,1990,0,98042,47.3713,-122.091,1530,8102,1.333333333,0,10.59591681,0.437399093
12499,6699940120,4/30/2015,356000,4,2.5,2470,5074,2,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5078,1.6,0,14.5583007,0.437399093
12500,3830210230,3/19/2015,225205,3,1,1200,7220,1,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.183,1200,7200,3,0,8.811966389,0.503535928
12501,9144100158,12/29/2014,445000,3,1,1260,8910,1,0,0,4,7,1260,0,1949,0,98117,47.7,-122.375,1560,8910,3,0,0.594813558,0.185143025
12502,3332500636,6/5/2014,356000,2,1,920,4095,1,0,0,4,6,920,0,1914,0,98118,47.5484,-122.278,1460,4945,2,0,1.067815875,0.244172823
12503,5315100476,10/10/2014,760250,5,2.75,2540,8250,1,0,0,4,7,1440,1100,1953,0,98040,47.5875,-122.24,2540,11000,1.818181818,1,0.3349027,0.229970008
12504,8682260610,4/30/2015,572000,2,2,1870,5143,1,0,0,3,8,1870,0,2005,0,98053,47.7142,-122.033,1810,5143,1,0,4.954367656,0.13224325
12505,5700004525,6/24/2014,970000,3,2.25,3060,9950,1.5,0,2,4,9,1810,1250,1930,0,98144,47.579,-122.284,4950,10655,1.333333333,1,0.032602261,0.180144844
12506,3303950220,8/31/2014,348450,4,2.5,1950,8628,2,0,0,3,8,1950,0,1994,0,98038,47.3817,-122.035,2210,9019,1.6,0,12.12776122,0.437399093
12508,1454600256,10/13/2014,710000,5,2.5,2570,9600,1,0,2,3,8,1620,950,1956,0,98125,47.7216,-122.282,2680,9900,2,1,0.04707445,0.193815378
12509,629000730,5/28/2014,745000,3,1.75,1490,9800,1,0,0,4,7,1140,350,1947,0,98004,47.584,-122.198,2310,9800,1.714285714,1,0.198291833,0.240961112
12510,7520400040,6/20/2014,355000,4,2.5,2040,8265,2,0,0,3,7,2040,0,1996,0,98146,47.4973,-122.341,2160,8265,1.6,0,1.259275672,0.387270373
12511,2799800180,3/23/2015,333000,4,2.5,2690,5505,2,0,0,3,8,2690,0,2004,0,98042,47.3666,-122.119,2690,5505,1.6,0,10.31471507,0.503535928
12512,2025701530,8/26/2014,282000,3,2.5,1610,6000,2,0,0,4,7,1610,0,1993,0,98038,47.349,-122.036,1570,6000,1.2,0,14.35896346,0.437399093
12513,1794501415,5/28/2014,840500,3,2,2520,5400,1.5,0,0,4,8,1410,1110,1906,0,98119,47.6365,-122.361,1960,5400,1.5,1,0.945722217,0.116398215
12514,4038500330,4/7/2015,432000,3,1.75,1550,8134,1,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.121,1360,8000,1.714285714,0,0.69134809,0.13224325
12515,9297301065,10/29/2014,625000,3,1,1800,4800,1,0,2,4,9,900,900,1927,0,98126,47.5672,-122.372,1400,4800,3,1,1.102398032,0.263732025
12516,985000833,9/10/2014,209977,3,1,1170,6134,1,0,0,4,7,1170,0,1948,0,98168,47.4941,-122.312,1440,9823,3,0,2.389958911,0.391468133
12518,8860310120,4/22/2015,740000,4,2,2800,8540,1,0,0,4,8,1730,1070,1977,0,98052,47.6869,-122.126,2470,9400,2,1,2.217053697,0.13224325
12519,9547200790,9/17/2014,518000,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,98115,47.676,-122.308,1830,4080,1.714285714,0,1.032656988,0.064948325
12520,9136103026,3/5/2015,539000,3,1.75,1380,3225,1,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750,1.714285714,1,0.49346551,0.068769818
12521,5710600620,4/29/2015,575000,3,2.75,1990,9600,1,0,0,3,8,1530,460,1978,0,98027,47.532,-122.05,2170,10400,1.090909091,1,1.940531198,0.418610785
12522,6003001999,2/9/2015,530000,2,1.75,1170,976,2,0,0,3,9,780,390,2010,0,98102,47.6192,-122.316,1280,1183,1.142857143,1,1.008556656,0.093361848
12525,6929602390,8/26/2014,230000,3,1,880,7500,1,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500,3,0,0.918157959,0.498346866
12526,7399000230,1/7/2015,350000,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500,1.6,1,2.601877326,0.437399093
12528,200800330,7/11/2014,440000,3,1.75,1450,6829,1,0,0,3,8,1450,0,1983,0,98052,47.7222,-122.108,1950,7622,1.714285714,0,4.459707195,0.128667689
12529,6819100330,2/20/2015,550000,3,1,1110,6000,1,0,0,3,7,1110,0,1904,0,98109,47.6461,-122.357,1460,6000,3,0,0.256739042,0.092478856
12530,1338600175,5/7/2014,940000,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940,1.777777778,1,0.844027514,0.048745902
12531,8728100781,5/16/2014,375000,3,1.5,1100,1751,2,0,0,3,8,940,160,2007,0,98144,47.5927,-122.306,1380,1751,2,1,0.872495297,0.13541761
12532,871000515,12/5/2014,567500,2,1.5,1350,4592,1,0,0,3,7,1070,280,1939,0,98199,47.6511,-122.405,1610,5102,1.333333333,1,0.606712831,0.181127867
12534,7889600230,10/17/2014,114000,2,1,730,5200,1,0,0,3,6,730,0,1928,0,98146,47.4943,-122.337,1220,6240,2,0,1.315316869,0.384534809
12535,2652500210,8/25/2014,608000,2,1,1390,3600,1,0,0,4,7,1010,380,1913,0,98119,47.6422,-122.36,1590,3600,2,1,0.56702013,0.104688555
12537,6450301530,10/16/2014,381800,4,2,1530,5250,1,0,0,3,7,1110,420,1981,0,98133,47.7336,-122.339,1100,5250,2,1,1.608812366,0.209188586
12538,7905200230,7/24/2014,330000,3,2,2170,3978,1,0,0,5,7,1340,0,1919,0,98116,47.571,-122.391,1350,4680,1.5,0,0.992241664,0.293058035
12539,1049010620,5/13/2014,90000,2,1,790,2640,1,0,0,3,7,790,0,1973,0,98034,47.7351,-122.178,1310,2064,2,0,2.734144346,0.275708061
12540,9284802825,7/24/2014,312000,2,1.75,1160,8625,1,0,0,4,6,1160,0,1941,0,98106,47.5509,-122.366,960,5750,1.142857143,0,1.506239913,0.289554801
12541,3782100145,5/12/2014,339000,3,1,1080,8100,1,0,0,4,7,1080,0,1955,0,98155,47.777,-122.307,1080,8100,3,0,2.304118267,0.293149923
12542,8731951490,5/7/2014,313000,3,1.75,2190,8000,1,0,0,4,8,2190,0,1967,0,98023,47.3098,-122.381,1980,8000,1.714285714,0,1.130293522,0.508931224
12543,9202650210,5/7/2014,618080,3,2.5,2030,6500,2,0,0,3,8,2030,0,1988,0,98027,47.5654,-122.092,2030,8485,1.2,0,0.321396261,0.240961112
12544,2473450870,10/6/2014,325000,3,2.25,2480,8755,2,0,0,3,8,2480,0,1979,0,98058,47.4543,-122.125,2280,9940,1.333333333,0,5.032477335,0.437399093
12545,2899200040,7/15/2014,242000,4,1,2240,7620,1,0,0,3,7,1120,1120,1966,0,98146,47.5089,-122.346,1080,7620,4,1,1.564233849,0.360688455
12546,2644900149,12/18/2014,364000,2,1.5,1650,7311,1,0,0,3,7,860,790,1978,0,98133,47.7772,-122.357,1660,7255,1.333333333,1,1.651887959,0.325599968
12547,952005000,8/15/2014,545000,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,0,98126,47.5643,-122.38,1700,5750,1.714285714,1,1.362579407,0.279452079
12552,272000220,9/23/2014,417000,4,2,2090,4000,1,0,0,3,6,1060,1030,1907,0,98144,47.5893,-122.299,1590,4000,2,1,0.62381676,0.145100479
12553,418000145,4/28/2015,213800,2,1,740,5200,1,0,0,4,5,740,0,1952,0,98056,47.4934,-122.173,750,5200,2,0,1.581020176,0.418648795
12554,3560800040,10/28/2014,400000,2,1.75,960,6200,1,0,0,4,7,960,0,1946,0,98136,47.5551,-122.396,1000,6000,1.142857143,0,0.197299274,0.316121233
12555,1139000035,3/5/2015,759950,4,3.5,2100,7560,2,0,0,5,8,2100,0,2005,0,98133,47.7076,-122.356,1250,7560,1.142857143,0,1.138569415,0.171792143
12556,6681500150,4/23/2015,990000,4,2.5,2540,5930,2,0,0,3,9,2540,0,2003,0,98199,47.6451,-122.387,1400,4000,1.6,0,0.776037354,0.148498063
12558,3095000040,10/16/2014,315000,1,0.75,770,4600,1,0,0,4,6,770,0,1910,0,98126,47.5565,-122.377,1550,4600,1.333333333,0,1.081685398,0.292253961
12560,375000230,6/26/2014,638000,3,2,1660,3729,1,0,0,5,7,970,690,1922,0,98116,47.5741,-122.414,1560,3729,1.5,1,0.100976756,0.333393834
12561,7663700772,2/18/2015,370000,4,2,2020,8100,1.5,0,0,4,7,1160,860,1946,0,98125,47.7307,-122.297,1840,8680,2,1,0.667305139,0.18853059
12563,6134500220,7/28/2014,583800,3,2.5,2480,6600,2,0,0,3,8,2480,0,2002,0,98053,47.6313,-122.008,2310,6656,1.2,0,2.960822904,0.13224325
12564,2787700580,10/28/2014,309500,3,1,1250,7320,1,0,0,3,7,1250,0,1968,0,98059,47.5074,-122.163,1770,7320,3,0,1.826870367,0.415300639
12566,7866500035,8/5/2014,299000,1,1,740,5000,1,0,0,3,7,740,0,1923,0,98118,47.5519,-122.292,1400,4400,1,0,1.403793355,0.230586197
12567,7689600360,6/13/2014,215000,2,1,710,7200,1,0,0,3,6,710,0,1943,0,98178,47.4903,-122.245,960,7200,2,0,1.352983446,0.394415321
12569,6821600065,10/30/2014,478000,2,1,820,6000,1,0,0,3,7,820,0,1939,0,98199,47.6494,-122.395,1630,6000,2,0,0.959988903,0.163873651
12570,7625703405,9/10/2014,431000,2,1,1000,6500,1,0,0,4,7,1000,0,1918,0,98136,47.5474,-122.388,1280,6500,2,0,0.497389568,0.324006826
12574,4139450760,12/15/2014,932808,5,4.5,4690,6705,2,0,0,3,10,3450,1240,1995,0,98006,47.5539,-122.108,4070,11505,1.111111111,1,1.303223479,0.393844328
12575,8682220150,6/6/2014,835000,2,2,2280,6815,1,0,0,3,8,2280,0,2002,0,98053,47.7103,-122.027,2280,6750,1,0,4.903942473,0.13224325
12576,2325039057,7/28/2014,469775,2,1.75,1530,7020,1,0,0,3,7,1030,500,1942,0,98199,47.6465,-122.395,2090,6600,1.142857143,1,0.974425092,0.157524101
12578,6819100150,7/21/2014,677915,3,2,1740,3600,1,0,0,5,7,990,750,1923,0,98119,47.6448,-122.358,1250,3600,1.5,1,0.356126483,0.096669564
12579,7922900040,5/22/2014,1080000,4,3,3600,9200,1,0,4,4,9,2100,1500,1976,0,98008,47.5866,-122.116,2700,9775,1.333333333,1,0.283383819,0.240961112
12580,430000035,7/5/2014,671000,4,3,3130,5700,1.5,0,0,3,7,1750,1380,1953,0,98115,47.6811,-122.283,2080,5700,1.333333333,1,1.041031045,0.092750904
12581,7853301520,9/3/2014,695000,5,3.25,3940,9780,2,0,0,3,9,3940,0,2007,0,98065,47.5435,-121.888,3550,8468,1.538461538,0,7.955839408,0.418648795
12583,4024101451,4/30/2015,350000,4,1,1510,7200,1.5,0,0,4,7,1510,0,1955,0,98155,47.761,-122.307,1950,10656,4,0,1.497862503,0.265390007
12584,3211100730,8/4/2014,360000,3,1.75,1560,7930,2,0,0,4,7,1560,0,1980,0,98059,47.4779,-122.161,1720,8073,1.714285714,0,2.686793203,0.437399093
12585,9542840410,11/8/2014,313999,4,2.25,1870,4198,2,0,0,3,7,1870,0,2008,0,98038,47.3657,-122.021,1870,4184,1.777777778,0,13.32837684,0.437399093
12586,6648500580,4/21/2015,300000,3,2.25,2070,7225,1,0,0,3,8,1690,380,1979,0,98042,47.3551,-122.148,2070,7400,1.333333333,1,10.4876025,0.503535928
12590,9315100210,2/17/2015,227490,3,1.75,1820,7194,1,0,0,4,7,1820,0,1967,0,98003,47.3352,-122.307,1420,7560,1.714285714,0,1.241516261,0.501579779
12592,8956000120,6/14/2014,735000,4,2.75,2450,4187,2,0,2,3,8,2450,0,2010,0,98027,47.5471,-122.016,2320,4187,1.454545455,0,2.175523604,0.415300639
12593,2862100366,10/15/2014,730000,7,2.75,3110,4400,1.5,0,0,5,7,2010,1100,1914,0,98105,47.6684,-122.319,1240,4280,2.545454545,1,0.96893907,0.05125714
12594,1402660150,12/3/2014,412000,3,2.5,2210,7000,2,0,0,4,8,2210,0,1985,0,98058,47.4377,-122.132,2260,7224,1.2,0,5.691024151,0.437399093
12595,7853310450,6/6/2014,589500,4,2.5,2630,6326,2,0,0,3,9,2630,0,2008,0,98065,47.5222,-121.874,3240,6229,1.6,0,8.965686602,0.418648795
12596,3812400455,11/4/2014,291000,7,1,2350,8636,1,0,0,3,7,1550,800,1962,0,98118,47.5432,-122.277,1500,7366,7,1,0.732381537,0.257111114
12597,269000970,4/2/2015,1300000,5,3.75,4450,7680,2,0,0,3,9,3460,990,2010,0,98199,47.6418,-122.392,2550,6400,1.333333333,1,0.66600377,0.160154835
12599,8820902700,4/22/2015,456200,2,1.75,1210,7733,1,0,0,3,6,1210,0,1904,0,98125,47.7148,-122.282,1670,7733,1.142857143,0,0.214085593,0.172484293
12600,8945300040,9/19/2014,225000,3,1,1290,8470,1,0,0,4,7,970,320,1966,0,98023,47.3054,-122.371,1300,7350,3,1,1.541107156,0.507470721
12603,2070100040,12/1/2014,467000,3,1.75,2660,5511,1,0,0,3,8,1330,1330,1948,0,98108,47.5575,-122.3,2030,6111,1.714285714,1,1.327288938,0.224751682
12604,1139000620,10/8/2014,385000,2,1,770,7554,1,0,0,3,6,770,0,1946,0,98177,47.7057,-122.36,1390,7500,2,0,1.036984748,0.173489327
12605,976000790,10/20/2014,670000,3,2.5,1800,4763,2,0,0,3,7,1240,560,1985,0,98119,47.646,-122.362,1790,4763,1.2,1,0.393295094,0.101422966
12606,6617500085,4/22/2015,500000,4,2.5,2900,5760,1,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,1.6,1,0.646500647,0.247515039
12607,6163900971,6/19/2014,352450,3,2,1430,6000,1,0,0,5,7,1430,0,1945,0,98155,47.7564,-122.316,1630,6315,1.5,0,1.679138298,0.243177878
12608,7135521530,10/28/2014,669888,4,2.75,2550,7591,2,0,0,3,9,2550,0,1989,0,98059,47.5302,-122.147,2670,7796,1.454545455,0,2.366827085,0.393844328
12609,4036800925,6/24/2014,405000,3,2.75,1310,7300,1,0,0,3,7,1310,0,1957,0,98008,47.6016,-122.123,1310,7030,1.090909091,0,0.568999793,0.240961112
12610,6751300065,5/6/2014,518000,3,1.5,1430,8000,1,0,0,4,7,1430,0,1956,0,98007,47.5874,-122.136,1450,8000,2,0,1.239050116,0.240961112
12611,7192200040,10/1/2014,280000,4,1,1880,6288,1,0,0,3,7,1120,760,1974,0,98178,47.5101,-122.259,1880,6334,4,1,0.492002695,0.335123328
12612,3629970610,7/18/2014,435000,3,2.5,1600,2375,2,0,0,3,7,1600,0,2005,0,98029,47.5531,-121.996,1830,2375,1.2,0,2.884629452,0.415300639
12613,3797310230,5/7/2015,314950,3,2,1760,9732,1,0,0,3,7,1760,0,1996,0,98022,47.1923,-122.014,1910,9231,1.5,0,18.17358909,0.503535928
12614,2781270210,2/24/2015,209900,2,2,1180,3003,2,0,0,3,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,1,0,14.46473595,0.437399093
12618,522059158,6/16/2014,230000,3,1.75,1400,6956,1,0,0,4,7,1400,0,1957,0,98031,47.4233,-122.198,1400,9375,1.714285714,0,5.383305539,0.503535928
12620,293620180,3/31/2015,900000,4,2.5,3510,6745,2,0,0,3,10,3510,0,1998,0,98075,47.6016,-122.074,3320,8370,1.6,0,0.312325381,0.240961112
12621,945000410,3/13/2015,265000,2,1,910,4600,1,0,0,3,5,910,0,1917,0,98117,47.6916,-122.362,1020,4600,2,0,1.125482187,0.146100829
12625,5249804655,10/17/2014,800000,4,2.25,2010,7200,1,0,1,4,8,1010,1000,1950,0,98118,47.5591,-122.267,2010,7200,1.777777778,1,0.179615334,0.238972236
12627,3298200790,8/12/2014,475000,3,1,1270,8000,1,0,0,4,6,1270,0,1959,0,98008,47.6175,-122.118,1210,7875,3,0,0.641716138,0.13224325
12628,4038400040,11/24/2014,520000,3,2,1670,8800,1,0,0,4,7,1150,520,1961,0,98008,47.6096,-122.132,2020,8250,1.5,1,0.982043692,0.134696631
12629,7215730730,1/28/2015,515000,4,2.5,1800,4338,2,0,0,3,8,1800,0,2001,0,98075,47.5962,-122.015,1800,4507,1.6,0,2.798608766,0.240961112
12630,3126049107,5/3/2015,577500,2,1,1640,5515,1,0,0,4,7,940,700,1926,0,98103,47.6912,-122.334,2054,5515,2,1,0.46970068,0.110325161
12631,3110800040,7/16/2014,269900,3,2.25,1740,9672,1,0,0,4,7,1110,630,1963,0,98031,47.4149,-122.181,1640,9600,1.333333333,1,6.095344436,0.503535928
12632,2608300035,5/27/2014,329000,3,1,1600,5952,1,0,0,4,7,1150,450,1964,0,98106,47.5292,-122.362,1460,6200,3,1,1.52263648,0.337579573
12633,7217400650,4/24/2015,458500,3,1.5,1280,1920,1.5,0,0,3,7,1280,0,1905,1990,98122,47.6117,-122.301,1280,3150,2,0,0.884379745,0.092922664
12635,2310050040,4/1/2015,361500,4,2.5,1980,7334,2,0,0,3,7,1980,0,2003,0,98038,47.3528,-122.041,1850,7134,1.6,0,14.07070754,0.437399093
12637,6675500133,8/22/2014,325000,2,1,900,8374,1,0,0,3,7,900,0,1984,0,98034,47.7282,-122.225,1580,8965,2,0,1.673180503,0.275708061
12638,809001520,11/5/2014,1850000,4,3.25,3480,6000,3,0,0,3,8,3480,0,2014,0,98109,47.6353,-122.353,2200,4080,1.230769231,0,0.757745541,0.110081296
12640,5641300220,8/28/2014,370000,3,2.5,2490,4244,2,0,0,3,9,2490,0,2005,0,98042,47.3705,-122.131,2490,4748,1.2,0,9.854485878,0.503535928
12641,8682292020,9/15/2014,450000,2,2,1510,4908,1,0,0,3,8,1510,0,2006,0,98053,47.7196,-122.024,1440,3921,1,0,5.500564792,0.13224325
12643,2856101540,12/11/2014,676000,3,2.5,2240,3825,2,0,0,3,7,2240,0,1995,0,98117,47.6786,-122.389,1460,5100,1.2,0,0.76133146,0.163677071
12644,1336300610,4/2/2015,1270000,4,1.75,2040,5000,2,0,0,4,9,2040,0,1921,0,98102,47.6279,-122.315,3220,5600,2.285714286,0,0.630559772,0.073448658
12645,3819500065,10/28/2014,290000,3,1.75,1460,7980,1,0,0,3,7,1460,0,1972,0,98028,47.7713,-122.265,1920,7980,1.714285714,0,0.955148175,0.298443037
12646,2329600040,11/18/2014,158000,3,1.5,990,8925,1,0,0,4,7,990,0,1962,0,98003,47.3294,-122.331,1360,8625,2,0,0.881218025,0.498346866
12647,4440900040,5/5/2014,379950,4,1.75,1970,9389,1,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,1820,8135,2.285714286,1,2.287771504,0.307955758
12648,7202260330,5/9/2014,583000,4,2.5,2660,4000,2,0,0,3,8,2660,0,2001,0,98053,47.6876,-122.038,2330,4517,1.6,0,3.840836705,0.13224325
12649,425000230,12/30/2014,150000,2,1,870,5700,1,0,0,4,6,870,0,1957,0,98056,47.498,-122.17,1020,5700,2,0,1.577696188,0.418648795
12650,5466400530,7/21/2014,261500,3,2.5,1740,6992,2,0,0,3,7,1740,0,1990,0,98042,47.3574,-122.158,1260,6825,1.2,0,10.21046793,0.503535928
12651,6600490220,10/14/2014,278000,4,2.5,2290,3777,2,0,0,3,7,2290,0,2004,0,98198,47.3617,-122.308,1480,3608,1.6,0,0.765318516,0.498346866
12652,2156500220,9/23/2014,555000,4,2.75,2170,7140,1,0,0,3,8,1290,880,1977,0,98052,47.691,-122.113,2120,7820,1.454545455,1,2.422518818,0.13224325
12653,9438300035,8/27/2014,355000,3,1.75,2040,8173,1,0,0,3,7,1470,570,1958,0,98133,47.7439,-122.333,1900,8172,1.714285714,1,2.073466282,0.228879233
12654,4036800770,9/17/2014,375000,4,1.5,1770,6650,1,0,0,3,7,1770,0,1958,0,98008,47.6011,-122.124,1600,7000,2.666666667,0,0.625392639,0.240961112
12658,8819900220,2/5/2015,686500,2,1.75,1390,5025,1.5,0,0,4,8,1390,0,1928,0,98105,47.6701,-122.288,2160,5000,1.142857143,0,0.901771436,0.063550598
12661,1954420230,3/10/2015,562500,3,2.5,2030,7549,1,0,0,3,8,2030,0,1988,0,98074,47.6187,-122.044,2040,7130,1.2,0,1.142424186,0.13224325
