Page,Number,Date,Post Text,Media Type,Likes,Comments,Shares,Media Link
Carl Blue Clemson,339,7yr • Edited • 8 years ago,"The CEO of GitHub, which caters to coders, thinks automation will bring an end to traditional software programminghttps://lnkd.in/es5gDJr",Unknown,,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,Is neglect by upper administration/ co-workers a form of workplace harassment? Research says yes...https://lnkd.in/enYiuhw,Unknown,,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,From skillprogramming.com,Image,2,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,"Good advice, one change, if a paper resume, use QR codes vs. URLs which are better for electronic resumes.",Article,2,0,0,https://buff.ly/2wZkLEI
Carl Blue Clemson,339,7yr • 8 years ago,,Article,2,0,0,https://www.wired.com/2017/02/programming-is-the-new-blue-collar-job/?mbid=social_fb
Carl Blue Clemson,339,7yr • 8 years ago,,Article,2,0,1 repost,https://www.wired.com/story/its-time-to-think-beyond-cloud-computing?mbid=social_fb
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,http://www.falloutcascadia.com/jointheteam
Carl Blue Clemson,339,7yr • 8 years ago,"Cybersecurity startups are hot, and investors are taking notice.",Article,1,0,0,http://www.businessinsider.com/cybersecurity-startups-are-hot-and-investors-are-taking-notice-2017-7?utm_content=buffer628d5&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,http://www.forbes.com/sites/carolinebeaton/2016/05/12/millennials-this-is-why-you-havent-been-promoted/#b89edc729a70
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.wired.com/2017/07/protect-digital-self?mbid=social_fb
Carl Blue Clemson,339,7yr • 8 years ago,The Petya ransomware is demanding $300 in bitcoin to regain access.,Article,,0,0,http://cnet.co/2sXDThV
Carl Blue Clemson,339,7yr • 8 years ago,Another ransomware attack...#Petrwrap,Article,2,0,0,https://www-theverge-com.cdn.ampproject.org/c/s/www.theverge.com/platform/amp/2017/6/27/15879480/petrwrap-virus-ukraine-ransomware-attack-europe-wannacry
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/india-sector-job-cuts-infosys-admits-firing-11000-employees-ahmar
Carl Blue Clemson,339,7yr • Edited • 8 years ago,"NSF Poster Presentation @ASEE, Columbus, OH 2017USM STEM Scholarshttps://lnkd.in/d6jjkDN",Image,23,1 comment,1 repost,None
Carl Blue Clemson,339,7yr • 8 years ago,"In Improving Outcomes, Institutional Researchers Can Be an Untapped Resource - The Chronicle of Higher Education",Article,,0,0,http://www.chronicle.com/article/In-Improving-Outcomes/240394
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,http://www.businessinsider.com/where-you-go-to-college-doesnt-matter-2017-5?utm_content=buffer0a62d&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.insidehighered.com/news/2017/05/16/some-universities-move-open-international-high-schools-their-campuses
Carl Blue Clemson,339,7yr • 8 years ago,This goes for  administrators too.,Image,1,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,"Greetings, All! If anyone of my LinkedIn connections is looking for a job in the printing business, please contact me. I just found out about a position in the Charlotte area. I will send you the contact name and telephone number. Use the LinkedIn Messaging system to contact me. Best regards! John",Unknown,,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,Gen X'ers The Nomads,Article,,0,0,https://www.forbes.com/sites/johnmauldin/2016/06/24/millennials-are-doomed-to-face-an-existential-crisis-that-will-define-the-rest-of-their-lives/2/#46fcf1ae6ea5
Carl Blue Clemson,339,7yr • 8 years ago,WW!,Article,2,0,0,http://cnet.co/2rtrMIN
Carl Blue Clemson,339,7yr • 8 years ago,"As hurricane season kicks off, researchers from the NC State College of Sciences predict a ""normal"" season for the East Coast, calling for 11-15 storms.",Article,,0,0,http://thinkand.do/8sTQkC
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/internet-trends-2017-mary-meeker
Carl Blue Clemson,339,7yr • 8 years ago,,Article,1,0,0,http://www.businessinsider.com/where-you-go-to-college-doesnt-matter-2017-5?utm_content=buffer0a62d&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti
Carl Blue Clemson,339,7yr • 8 years ago,Some schools will probably close...Reported details of Trump budget include big cuts to financial aid,Article,,0,0,https://www.insidehighered.com/news/2017/05/19/reported-details-trump-budget-include-big-cuts-financial-aid?utm_content=buffere86f9&utm_medium=social&utm_source=facebook&utm_campaign=IHEbuffer
Carl Blue Clemson,339,7yr • 8 years ago,Borrowed and like it :),Article,3,0,0,https://www.linkedin.com/pulse/prepare-win-fight-travis-n
Carl Blue Clemson,339,7yr • 8 years ago,Big thanks to our great friend Mike Rowe for his comments about Career and Technical Education and  SkillsUSA during his Congressional testimony before the House Committee on Education and the Workforce a few weeks ago.  Short clip of Mike's testimony here...,Article,,0,0,https://www.youtube.com/watch?v=75WleHIGUC0&t=56s
Carl Blue Clemson,339,7yr • 8 years ago,What To Do With A Millennial Employee That's Bored At Work | Forbes Mobile,Article,,0,0,https://m.forbes.com/sites/kaytiezimmerman/2016/11/13/what-to-do-with-a-millennial-employee-that-is-bored-at-work/?c=0&s=IfIOnlyKnew
Carl Blue Clemson,339,7yr • 8 years ago,"Beginning of the end of the regional colleges.   Purdue Buys Kaplan University, Will Create New Nonprofit Chain",Article,,0,0,https://www.insidehighered.com/quicktakes/2017/04/27/purdue-buys-kaplan-university-will-create-new-nonprofit-chain?utm_content=buffer36e52&utm_medium=social&utm_source=facebook&utm_campaign=IHEbuffer
Carl Blue Clemson,339,7yr • 8 years ago,,Article,1,0,0,https://www.linkedin.com/pulse/eight-emerging-technology-jobs-going-explode-year-james-milligan
Carl Blue Clemson,339,7yr • 8 years ago,"USM to celebrate 137th Commencement Ceremony on May 13, pre-commencement ceremonies begin May 1. More: http://ow.ly/kzzU30bgLIL",Image,,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,"Purdue U. Buys Mega For-Profit Kaplan U., Plans to Turn It Into a ‘Public University’ – The Ticker - Blogs - The Chronicle of Higher Education",Article,,0,0,http://www.chronicle.com/blogs/ticker/purdue-u-is-expected-to-buy-mega-for-profit-kaplan-u-turn-it-into-a-public-university/118020
Carl Blue Clemson,339,7yr • 8 years ago,I've been stating this for years... Student Course Evaluations Get An 'F' : NPR Ed : NPR,Article,,0,0,http://www.npr.org/sections/ed/2014/09/26/345515451/student-course-evaluations-get-an-f
Carl Blue Clemson,339,7yr • 8 years ago,"https://lnkd.in/eS6v2q4Love this for 2 reasons.  1.  I also share meal or minimum a coffee prior to hiring to see how potential new hire interacts with server, carries conversation, etc...  but more importantly, I love this for the 2nd point - recognizing the "" invisible"" people we come across routinely...",Article,,0,0,http://www.theblaze.com/news/2016/02/22/charles-schwab-ceo-reveals-how-he-tests-job-candidates-by-taking-them-to-breakfast-having-restaurant-mess-up-their-order/
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/how-zuckerberg-plans-exterminate-smartphone-anurag-harsh
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/different-approach-education-how-japanese-do-ammara-habib
Carl Blue Clemson,339,7yr • 8 years ago,"Great crowd at USM Corporate Partners last night! Thanks to panelists Sean Sullivan from the @MaineBrewersGuild and Luci Benedict, Director USM's Quality Control Collaboratory! This is a great partnership in service to Maine's craft beer industry.",Image,3,0,0,None
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.technologyreview.com/s/604026/the-algorithm-expanding-the-science-of-color/
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.forbes.com/sites/vmware/2017/03/29/work-digital-whats-your-digital-workspace-ranking/?sr_source=lift_facebook&nowelcome&utm_source=facebook&utm_medium=referral&utm_campaign=vmware#3d617fd06141
Carl Blue Clemson,339,7yr • 8 years ago,,Article,,0,0,https://www.washingtonpost.com/opinions/why-stem-wont-make-us-successful/2015/03/26/5f4604f2-d2a5-11e4-ab77-9646eea6a4c7_story.html?tid=ss_fb&utm_term=.b3c17a957f3d
Carl Blue Clemson,339,7yr • 8 years ago,,Article,2,0,0,http://www.businessinsider.com/best-job-skills-for-resume-2016-6/?utm_content=buffer81662&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti/#1-adobe-photoshop-1
Carl Blue Clemson,339,8yr • 8 years ago,Pho' real,Article,,0,0,https://www.linkedin.com/pulse/she-real-lucien-engelen
Carl Blue Clemson,339,8yr • 8 years ago,,Article,1,0,0,https://www.forbes.com/sites/carolinebeaton/2016/05/12/millennials-this-is-why-you-havent-been-promoted/#51d35d4c29a7
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/some-things-i-wish-would-have-learned-college-ben-carlson-cfa
Carl Blue Clemson,339,8yr • 8 years ago,Statistics suggest many unemployed men have dropped out of the workforce to play video games. I would add... 'and college.',Article,,0,0,http://www.businessinsider.com/statistics-unemployed-men-drop-out-workforce-video-games-2017-3?utm_content=bufferbfe56&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti
Carl Blue Clemson,339,8yr • 8 years ago,The robots sent into Fukushima keep dying,Article,,0,0,http://buff.ly/2mg778m
Carl Blue Clemson,339,8yr • 8 years ago,Mostly Human: New series explores humanity through tech,Article,,0,0,http://www.cnn.com/videos/cnnmoney/2017/02/24/mostly-human-trailer.cnn
Carl Blue Clemson,339,8yr • 8 years ago,,Article,1,0,0,https://www.wired.com/2017/03/worried-cia-hacked-samsung-tv-heres-tell/?mbid=social_fb
Carl Blue Clemson,339,8yr • 8 years ago,Check this out! Great opportunity to wipe away your college debit,Article,,0,0,http://www.pressherald.com/2017/02/21/foundation-will-pay-college-debt-of-those-who-commit-to-maine-based-companies/
Carl Blue Clemson,339,8yr • 8 years ago,"""Though it's ironic, Cuban believes technology will eventually kill tech jobs themselves. 'There are no manufacturing jobs coming back. There are no coal mining jobs coming back,' Cuban said. He thinks software development jobs are next on the chopping block.""",Article,1,0,0,http://www.inc.com/betsy-mikel/mark-cuban-says-this-will-soon-be-the-most-sought-after-job-skill.html
Carl Blue Clemson,339,8yr • 8 years ago,Why the US needs to keep Shop Class and other skilled trades in High School | Tobey Strauch | LinkedIn,Article,1,0,0,https://www.linkedin.com/pulse/why-us-needs-keep-shop-class-other-skilled-trades-high-tobey-strauch
Carl Blue Clemson,339,8yr • 8 years ago,It's hard to make a business model work if your largest clientele is probably still in middle school.,Article,,0,0,http://www.businessinsider.com/instagram-stories-versus-snapchat-2017-2?utm_content=buffera81da&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti
Carl Blue Clemson,339,8yr • 8 years ago,Elon Musk’s former tech guru: What hackers are doing now is ‘freaking me out',Article,,0,0,https://www.businessinsider.com/elon-musks-former-tech-guru-what-hackers-are-doing-now-is-freaking-me-out-2017-2
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,http://thehill.com/policy/cybersecurity/320265-former-house-intel-chair-us-is-not-necessarily-winning-the-cyberwar
Carl Blue Clemson,339,8yr • 8 years ago,,Article,1,0,0,http://www3.forbes.com/leadership/17-college-majors-that-report-higher-underemployment/?utm_campaign=17-college-majors-that-report-higher-underemployment-mlb&utm_source=FacebookTest1&utm_medium=referral&utm_content=3&kwp_0=182711&kwp_4=743779&kwp_1=374579
Carl Blue Clemson,339,8yr • 8 years ago,"America needs more ""shop"" hands-on technology programs in public schools.",Image,11,1 comment,0,None
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/all-over-twitter-mark-hillary
Carl Blue Clemson,339,8yr • 8 years ago,XBOX 360 ISO &  PSP ISO forums hacked. Good news? Hacks are old. Bad news? People are just finding out about the breaches http://bit.ly/2kWcjMG,Article,,0,0,http://bit.ly/2kWcjMG
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,http://www.recode.net/2017/2/1/14476500/facebook-oculus-zenimax-lawsuit-500-million
Carl Blue Clemson,339,8yr • 8 years ago,"From this webcast, you'll learn how to transform your data into a useful visualization that in turn, makes your dashboard valuable.",Article,1,0,0,https://www.microstrategy.com/us/go/webcast-7-visualizations-youre-not-using-enough?CID=70144000001ETqc&as_clid=608dd95f-264e-48d8-e738-56a8d04ec747
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.cnet.com/news/2-5-million-xbox-and-playstation-gamers-details-hacked/#ftag=CAD-11-10aab8j
Carl Blue Clemson,339,8yr • 8 years ago,"This, in 2017, might be one innovative way to contain the damage due to inevitable Cyber Attack…",Image,10,0,0,None
Carl Blue Clemson,339,8yr • 8 years ago,Your old iPhone can still be really useful.,Article,,0,0,http://cnet.co/2jmQ0OQ
Carl Blue Clemson,339,8yr • 8 years ago,,Article,4,0,0,https://www.youtube.com/watch?v=hER0Qp6QJNU&feature=share
Carl Blue Clemson,339,8yr • 8 years ago,“IDEXX is proud to add a Maine-based company to the S&P 500. I am deeply grateful to all of our employees who contributed to helping us achieve this accomplishment.” - Jonathan Ayers,Article,5,0,0,http://www.pressherald.com/2017/01/04/idexx-to-join-sp-500-index/
Carl Blue Clemson,339,8yr • 8 years ago,Cybersecurity Tips for the Break Room and Boardroom http://bit.ly/2ifVwDi,Article,,0,0,http://bit.ly/2ifVwDi
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,http://whattheythink.com/articles/83534-closing-out-2016-color-inspiration/
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/our-lives-soon-violate-laws-physics-robert-c-wolcott
Carl Blue Clemson,339,8yr • 8 years ago,"Security threats are no longer an IT issue. As a business owner, you need to be aware of the latest threats that can bring your company to its knee http://on.inc.com/2iM5Kfq",Article,,0,0,http://on.inc.com/2iM5Kfq
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,http://www.prweb.com/releases/HussonUniversity/HussonStockIndex/prweb13948969.htm
Carl Blue Clemson,339,8yr • 8 years ago,Happy new year !,Image,1,0,0,None
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,http://www.businessinsider.com/humans-first-major-shift-evolution-over-billion-years-caleb-scharf-2016-12
Carl Blue Clemson,339,8yr • 8 years ago,,Article,1,0,0,https://www.linkedin.com/pulse/real-education-vs-educational-fundamentalism-abhijit-naskar
Carl Blue Clemson,339,8yr • 8 years ago,"If it's cheaper, administrators would buy into it.",Article,,0,0,https://www.linkedin.com/pulse/can-ai-replace-teachers-classroom-abhijit-bhaduri
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/why-dont-people-like-project-management-bill-wray
Carl Blue Clemson,339,8yr • 8 years ago,My suspicions have been confirmed since relocating to NE.,Image,1,0,0,None
Carl Blue Clemson,339,8yr • 8 years ago,,Article,,0,0,https://www.linkedin.com/pulse/i-left-duke-deal-my-mental-health-now-im-allowed-back-jack-donahue
Carl Blue Clemson,339,8yr • 9 years ago,"If you believe you can achieve a goal then you will. Here is the proof. Haben Girma, First Deaf-Blind Student to Graduate from Harvard Law School. She is now working as attorney at Disability Rights Advocates. She is fighting for accessible education for other deaf-blind people worldwide. Her message for the many with disabilities is “You have the power to influence your future. Keep learning, keep developing new ways to engage with the world, and keep believing that you have talents to share with the world.",Image,,0,0,None
Carl Blue Clemson,339,8yr • 9 years ago,,Article,2,0,0,https://www.linkedin.com/pulse/care-school-michael-mcknight
Carl Blue Clemson,339,8yr • 9 years ago,This is the article I was telling you about.Carl B.,Article,,0,0,https://www.linkedin.com/pulse/why-we-dont-need-more-lobsters-rachel-smyth
Carl Blue Clemson,339,8yr • 9 years ago,,Article,1,0,0,https://www.wired.com/2016/12/obama-cybersecurity-plan/
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.linkedin.com/pulse/stem-science-technology-engineering-maths-sinead-cullen
Carl Blue Clemson,339,8yr • 9 years ago,"The Past, Present, and Future of Cybersecurity",Article,,0,0,http://bit.ly/2gVS3gg
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.linkedin.com/pulse/heres-where-2016-grads-went-work-how-much-got-paid-maya-pope-chappell
Carl Blue Clemson,339,8yr • 9 years ago,"Another phone hack hit the news yesterday - just a reminder to make sure you have a solid MDM strategy for your employees. Learn more about the hack, and a list of potentially infected apps: http://hubs.ly/H05p1Rc0",Article,,0,0,http://hubs.ly/H05p1Rc0
Carl Blue Clemson,339,8yr • 9 years ago,,Image,3,0,0,None
Carl Blue Clemson,339,8yr • 9 years ago,,Article,1,0,0,https://www.linkedin.com/pulse/how-video-games-prepared-me-business-school-didac-hormiga
Carl Blue Clemson,339,8yr • 9 years ago,Life after FB equates more Freedom.,Article,,0,0,http://usat.ly/2fy8Nc1
Carl Blue Clemson,339,8yr • 9 years ago,From cars to medical devices - 2017 will bring new threats as the IoT expands http://bit.ly/2fRCIfU,Article,1,0,0,http://bit.ly/2fRCIfU
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.linkedin.com/pulse/google-re-brands-its-apps-work-g-suite-somnath-dutta
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.linkedin.com/pulse/us-under-sectary-education-ted-mitchell-new-normal-maya-pope-chappell
Carl Blue Clemson,339,8yr • 9 years ago,Automation Threatens to Make Graphic Designers Obsoletehttps://lnkd.in/en3enEe,Unknown,1,0,0,None
Carl Blue Clemson,339,8yr • 9 years ago,"Retention and fulfillment are as, or more important than access",Article,1,0,0,https://www.linkedin.com/pulse/biggest-crisis-higher-ed-isnt-student-debt-its-students-michael-crow
Carl Blue Clemson,339,8yr • 9 years ago,,Article,1,0,0,https://www.linkedin.com/pulse/pearl-harbor-internet-attacks-happened-friday-end-may-terry
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.insidehighered.com/news/2016/10/18/competency-based-educations-business-model-offers-promise-report-finds
Carl Blue Clemson,339,8yr • 9 years ago,,Article,,0,0,https://www.linkedin.com/pulse/how-stop-distributed-denial-service-ddos-why-try-bcp38-coulibaly
Carl Blue Clemson,339,8yr • 9 years ago,,Article,1,0,0,https://www.insidehighered.com/news/2011/07/14/new_book_argues_bloated_administration_is_what_ails_higher_education
Carl Blue Clemson,339,8yr • 9 years ago,"It's quite an old picture but it does bring home an important point -  merely convincing yourself that you are a customer centric organisation does not make it so,  sometimes the only way to really understand you customer needs is to walk in their footsteps !",Image,1,0,0,None
Carl Blue Clemson,339,8yr • 9 years ago,Create an environment that they want to stay.,Image,,0,0,None
